place_id,name,cre_id,longitude,latitude,regular_price,premium_price,diesel_price,state,municipality,address
13586,GASOLINERA DON JOSÉ S.A. DE C.V.,PL/11361/EXP/ES/2015,-103.2917,20.62635,23.89,25.78,25.23,,,
13589,FRANCISCO ELIZONDO MENDOZA,PL/11362/EXP/ES/2015,-101.0038,22.18819,24.5,24.89,,,,
13590,ESTACIÓN DE SERVICIO VIA CORTA S.A. DE C.V.,PL/11363/EXP/ES/2015,-93.20103,18.23038,,,,,,
13595,GASOLINERA ALDI S.A. DE C.V.,PL/11364/EXP/ES/2015,-103.2193,20.5961,,,,,,
13596,SERVICIO LAS MOJONERAS S.A. DE C.V.,PL/11365/EXP/ES/2015,-105.2265,20.67959,24.99,26.5,26.99,,,
13597,GASOLINERA MARTÍN S.A. DE C.V.,PL/11366/EXP/ES/2015,-103.4368,20.63011,21.99,,22.99,,,
13599,SERVICIO CASITAS S.A. DE C.V.,PL/11367/EXP/ES/2015,-96.80652,20.26205,24.9,25.99,26.5,,,
13601,"MAXI-GASOIL SERVICIOS, S.A DE C.V.",PL/11368/EXP/ES/2015,-96.30038,19.1302,,,,,,
13609,SERVICIO CALZAGAS S.A. DE C.V.,PL/11369/EXP/ES/2015,-99.5537,24.86904,23.68,24.99,23.98,,,
2785,SÚPER SERVICIO SAN JUAN S.A. DE C.V.,PL/1137/EXP/ES/2015,-104.6673,24.0347,25.26,26.58,26.57,,,
13610,JAIME HUMBERTO NUÑEZ CASTILLO,PL/11370/EXP/ES/2015,-106.4791,28.30627,23.05,,24.59,,,
13611,ESTACIÓN CIENEGA S.A. DE C.V.,PL/11371/EXP/ES/2015,-102.6536,22.76126,25.65,27.29,27.19,,,
13614,GRUPO BAZEM S.A. DE C.V.,PL/11372/EXP/ES/2015,-105.0993,21.19598,,,,,,
13615,SERVICIO MAGUSA S. A DE C. V.,PL/11373/EXP/ES/2015,-116.0083,30.76254,,,,,,
13616,CESAR ARNOLDO RODRÍGUEZ BUSTAMANTE,PL/11374/EXP/ES/2015,-104.6863,21.34638,25.99,26.99,27.15,,,
13617,SERVICIO MAGUSA S. A DE C. V.,PL/11375/EXP/ES/2015,-115.8652,30.38881,,,,,,
13623,SERVICIOS GASOLINEROS DE MÉXICO S.A. DE C.V.,PL/11376/EXP/ES/2015,-100.9999,22.16039,25.39,27.29,,,,
13624,SERVICIOS GASOLINEROS DE MÉXICO S.A. DE C.V.,PL/11377/EXP/ES/2015,-103.4149,20.69468,25.84,27.39,,,,
13625,SERVICIOS GASOLINEROS DE MÉXICO S.A. DE C.V.,PL/11378/EXP/ES/2015,-103.4229,20.65068,24.79,27.39,26.79,,,
13626,SERVICIOS GASOLINEROS DE MÉXICO S.A. DE C.V.,PL/11379/EXP/ES/2015,-105.4875,28.18769,25.69,26.99,26.59,,,
3060,SERVICIO PERIFÉRICO ARENAL S.A. DE C.V.,PL/1138/EXP/ES/2015,-99.14298,19.28233,24.99,26.49,,Ciudad de Mexico,Tlalpan,Periférico Sur No. 4991
13628,MÓNICA Y SERGIO H. SANABRIA MANJARREZ,PL/11380/EXP/ES/2015,-98.7511,18.49908,24.2,25.15,25.8,,,
13629,GRUPO GASOLINERO HÉROES POTOSINOS S.A. DE C.V.,PL/11381/EXP/ES/2015,-99.99773,21.9334,24.33,25.25,25.83,,,
13630,COMBUSTIBLES AUTOMOTORES SANTA RITA S.A. DE C.V.,PL/11382/EXP/ES/2015,-99.93536,21.91368,24.23,25.77,25.93,,,
13631,ESTACIÓN DE SERVICIO RAYONES S.A. DE C.V.,PL/11383/EXP/ES/2015,-100.0722,25.01473,,,,,,
13633,GAS TELCHAC S.A. DE C.V.,PL/11384/EXP/ES/2015,-89.30665,21.33993,24.89,,,,,
13636,SERVICIO RC S.A. DE C.V.,PL/11385/EXP/ES/2015,-98.34032,24.46815,,,,,,
13639,SÚPER SERVICIO LOS LIMONES S.A. DE C.V.,PL/11386/EXP/ES/2015,-102.3486,19.07394,25.98,26.98,,,,
13640,J CLEMENTE LABRA SÁNCHEZ,PL/11387/EXP/ES/2015,-99.33091,20.75611,24.84,25.69,26.39,,,
13644,MAXIMIANO ALVAREZ AMADOR,PL/11388/EXP/ES/2015,-111.3015,24.49053,25.4,,26.95,,,
13645,LUCIA CARDONA AGUILERA,PL/11389/EXP/ES/2015,-101.7143,20.14731,24.79,25.85,26.29,,,
2974,AXIOMA CONSTRUCCIONES S.A. DE C.V.,PL/1139/EXP/ES/2015,-99.14896,19.68496,23.79,25.69,24.99,,,
13646,SERVICIO TONALIZONTLA S.A. DE C.V.,PL/11390/EXP/ES/2015,-99.26473,19.03863,24.74,25.25,25.99,,,
13650,"CORPORATIVO REGIONAL GASOLINERO, SA DE CV",PL/11391/EXP/ES/2015,-89.50811,20.90551,23.69,24.13,25.49,,,
13651,SEFERINO GANDARA VARELA,PL/11392/EXP/ES/2015,-104.4771,24.78799,24.6,,25.99,,,
13656,ESTACIÓN CUSTODIA S.A. DE C.V.,PL/11393/EXP/ES/2015,-102.2973,21.91797,23.48,24.99,,,,
13657,GONZALO DE LA VEGA HERNÁNDEZ,PL/11394/EXP/ES/2015,-114.7774,32.47898,20.69,,,,,
13658,SUPER SERVICIO NUEVO BC SA DE CV,PL/11395/EXP/ES/2015,-99.76646,18.91777,24.24,25.26,25.95,,,
13660,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",PL/11396/EXP/ES/2015,-98.62337,19.98476,23.49,,25.49,,,
13662,GASOLINERA DIAL S.A. DE C.V.,PL/11397/EXP/ES/2015,-103.474,20.53641,23.98,26.06,25.58,,,
13664,SERVICIOS DUBAI RBG S.A. DE C.V.,PL/11398/EXP/ES/2015,-109.4611,27.08076,,,,,,
13665,SERVICIO REYNOSO MADRIGAL S.A. DE C.V.,PL/11399/EXP/ES/2015,-103.5798,20.224,24.8,26.1,26.2,,,
3037,EL PABELLÓN MEXICANO S.A. DE C.V.,PL/1140/EXP/ES/2015,-99.05779,19.39715,23.64,24.95,25.41,Ciudad de Mexico,Iztapalapa,Canal de San Juan No. 6
13666,SERVICIO ROMITA S.A. DE C.V.,PL/11400/EXP/ES/2015,-101.5323,20.87141,25.2,,26.65,,,
13667,EJIDO OPOPEO,PL/11401/EXP/ES/2015,-101.6211,19.41191,24.99,26.67,27.42,,,
13659,SÚPER SERVICIO LOS POTRILLOS S.A. DE C.V.,PL/11402/EXP/ES/2015,-97.44511,20.53864,24.9,25.98,,,,
13668,MUNICIPIO DE MEXTICACAN JAL.,PL/11403/EXP/ES/2015,-102.7896,21.26352,,,,,,
13669,KIARA EDITH BETANCOURT MORENO,PL/11404/EXP/ES/2015,-102.3247,19.05741,25.99,26.98,28.13,,,
13670,GASOLINERA MARTÍN S.A. DE C.V.,PL/11405/EXP/ES/2015,-105.2729,20.7042,23.99,26.39,25.99,,,
13672,ESTACIÓN DE SERVICIOS LA JOYA S.A. DE C.V.,PL/11406/EXP/ES/2015,-102.3984,20.57991,24.79,25.99,25.69,,,
13671,GASOLINERAS MAS UNO S.A. DE C.V.,PL/11407/EXP/ES/2015,-101.1875,20.5441,25.3,27.0,27.19,,,
13673,BURGOS PLUS GASOLINERAS S.A. DE C.V.,PL/11408/EXP/ES/2015,-98.26525,26.00618,21.68,,,,,
13674,PETROMUAL SA DE CV,PL/11409/EXP/ES/2015,-106.2369,31.49343,18.99,,23.99,,,
2816,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/1141/EXP/ES/2015,-104.5938,24.02793,25.99,26.99,27.69,,,
13675,BURGOS PLUS GASOLINERAS S.A. DE C.V.,PL/11410/EXP/ES/2015,-98.33033,26.06225,21.68,23.38,24.98,,,
13677,LAMBERTO CASTRO ORTIZ,PL/11411/EXP/ES/2015,-101.5115,20.87214,,,,,,
13679,ARNULFO SALAICES VALDEZ,PL/11412/EXP/ES/2015,-106.5216,30.44215,23.21,24.3,24.39,,,
13546,IRIS ERIKA VAZQUEZ CORTES,PL/11413/EXP/ES/2015,-97.51391,18.81119,,,,,,
13547,"PETROMAX, S.A. DE C.V.",PL/11414/EXP/ES/2015,-100.2132,25.67444,24.59,27.89,25.99,,,
13550,GRUPO PETAGAS S.A. DE C.V.,PL/11415/EXP/ES/2015,-99.53777,24.8559,23.68,24.99,23.98,,,
13551,OPERADORA DE MINIESTACIONES COMBUSERV S.A. DE C.V.,PL/11416/EXP/ES/2015,-99.23313,19.54284,24.49,26.49,,,,
13553,ESTACIÓN DE SERVICIO 4 HERMANOS S.A. DE C.V.,PL/11417/EXP/ES/2015,-97.89057,22.43269,,,,,,
13554,JD Y JM S.A. DE C.V.,PL/11418/EXP/ES/2015,-102.4992,22.74758,24.65,25.48,26.69,,,
13557,GRUPO BALLO S.A. DE C.V.,PL/11419/EXP/ES/2015,-103.2337,20.43957,24.99,,26.69,,,
2874,SERVICIO LOMAS DE SOTELO S.A. DE C.V.,PL/1142/EXP/ES/2015,-99.21659,19.44639,23.62,24.93,,Ciudad de Mexico,Miguel Hidalgo,Avenida Lomas de Sotelo No. 1103
13558,GASOLINERA SIMON BOLIVAR S.A. DE C.V.,PL/11420/EXP/ES/2015,-103.2277,24.68618,,,,,,
13559,AUTO SERVICIO LAS QUINTAS S.A. DE C.V.,PL/11421/EXP/ES/2015,-107.3789,24.82027,25.9,26.5,,,,
13560,GASOLINERAS LAS ADELITAS S.A. DE C.V.,PL/11422/EXP/ES/2015,-98.7581,19.75088,24.89,25.45,26.35,,,
13682,SERVICIO TEMASCALAPA S.A. DE C.V.,PL/11423/EXP/ES/2015,-98.8982,19.8267,23.99,24.99,25.48,,,
13683,GASOLINERA REYNOSA S.A. DE C.V.,PL/11424/EXP/ES/2015,-98.23903,26.0233,,,,,,
13684,ROQUIS S.A. DE C.V.,PL/11425/EXP/ES/2015,-111.0337,28.56414,24.99,26.45,26.85,,,
13685,GASOLINERA REYNOSA S.A. DE C.V.,PL/11426/EXP/ES/2015,-98.27726,26.06538,,,,,,
13686,"HIDROCARBUROS EL PUENTE ROTO, S.A. DE C.V.",PL/11427/EXP/ES/2015,-108.4034,25.62636,,,,,,
13687,GRUPO EMPRESARIAL AO S.A. DE C.V.,PL/11428/EXP/ES/2015,-98.96941,19.35086,23.59,25.87,25.91,,,
13689,ESTACIÓN DE SERVICIO MARRIVER S.A. DE C.V.,PL/11429/EXP/ES/2015,-98.13324,25.99773,20.29,22.98,23.49,,,
3008,SERVICIO CHAMACUERO S.A. DE C.V.,PL/1143/EXP/ES/2015,-100.7593,20.7195,24.6,,26.8,,,
13693,INMOBILIARIA JEMAA S.A. DE C.V.,PL/11430/EXP/ES/2015,-101.3592,20.67295,25.19,27.29,,,,
13695,GRUPO PETRO 8 S.A. DE C.V.,PL/11431/EXP/ES/2015,-103.2206,20.29311,25.08,26.48,25.98,,,
13699,"BELLAS ARTES GASOLINERA, SA DE CV",PL/11432/EXP/ES/2015,-115.4606,32.61374,23.8,23.9,,,,
13701,EJIDO OPOPEO,PL/11433/EXP/ES/2015,-101.6505,19.30474,25.59,26.89,27.89,,,
13703,SERVICIO ESPIÑEIRO S.A. DE C.V.,PL/11434/EXP/ES/2015,-109.0315,25.81942,24.39,25.55,26.59,,,
13704,COMUNIDAD AGRARIA DE OPOPEO,PL/11435/EXP/ES/2015,-101.6049,19.42484,24.99,26.67,27.42,,,
13698,ESTACIÓN DE SERVICIO EL AGUAJITO S.A. DE C.V.,PL/11436/EXP/ES/2015,-115.7286,31.40228,24.49,25.99,25.89,,,
13702,JUAN CASAOS CANO,PL/11437/EXP/ES/2015,-96.43067,17.29375,25.25,26.1,26.55,,,
13750,ROBERTO HURTADO MOJICA,PL/11438/EXP/ES/2015,-99.85603,18.36265,,,,,,
13752,RAMIRO GONZÁLEZ GARZA,PL/11439/EXP/ES/2015,0,0,,,,,,
2885,"GPDC Estaciones de Servicio, S. A. DE C. V.",PL/1144/EXP/ES/2015,-99.12174,19.36013,24.29,26.99,,Ciudad de Mexico,Iztapalapa,Calzada de La Viga No. 1112
13753,SERVICIO LA PIEDAD S.A. DE C.V.,PL/11440/EXP/ES/2015,-98.22107,19.04553,23.69,24.69,,,,
13754,ALEJANDRA DE LA TORRE VERDUZCO,PL/11441/EXP/ES/2015,-99.19836,19.66873,24.05,25.95,25.65,,,
13756,SERVICIOS GASOLINEROS DE MÉXICO S.A. DE C.V.,PL/11442/EXP/ES/2015,-101.6474,21.14478,24.99,27.59,,,,
13759,MARÍA GUADALUPE BALLESTEROS RAMÍREZ,PL/11443/EXP/ES/2015,-102.3211,21.94962,24.99,27.29,27.19,,,
13760,FELICIANO FEREGRINO HERRERA,PL/11444/EXP/ES/2015,-99.32483,19.99705,,,,,,
13764,PETROTEP SA DE CV,PL/11445/EXP/ES/2015,-102.7506,20.82172,24.24,25.8,25.5,,,
13762,GASOLINERAS CORI S.A. DE C.V.,PL/11446/EXP/ES/2015,-107.3803,24.80187,21.99,23.39,,,,
13763,SERVICIOS GASOLINEROS DE MÉXICO S.A. DE C.V.,PL/11447/EXP/ES/2015,-100.1824,25.7771,25.99,27.89,26.99,,,
13765,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/11448/EXP/ES/2015,-102.29,21.94953,25.39,27.29,26.45,,,
13768,GASOLINERA Y SERVICIOS LOS SAUCES S.A. DE C.V.,PL/11449/EXP/ES/2015,-102.7361,20.85014,23.85,25.3,24.97,,,
2763,SÚPER SERVICIO GRAN PREMIO S.A. DE C.V.,PL/1145/EXP/ES/2015,-99.28928,19.35926,24.19,25.19,25.59,Ciudad de Mexico,Cuajimalpa de Morelos,Carretera México - Toluca No. 3346
13769,SERVICIO VALLE HIDALGO S.A. DE C.V.,PL/11450/EXP/ES/2015,-100.5234,19.68676,24.58,25.89,26.61,,,
13771,MERCANTIL VIHESA S.A. DE C.V.,PL/11451/EXP/ES/2015,-100.4687,19.7028,24.73,25.85,26.6,,,
13774,SERVICIO INCONRA S.A. DE C.V.,PL/11452/EXP/ES/2015,-100.9771,25.42685,26.89,,,,,
13775,FELIPE GUTIERREZ YAÑEZ,PL/11453/EXP/ES/2015,-103.0314,20.92838,25.97,27.97,27.27,,,
13777,QAR SUPERGAS S.A. DE C.V.,PL/11454/EXP/ES/2015,0,0,,,,,,
13786,JORGE LUIS CAMPOS HERNÁNDEZ,PL/11455/EXP/ES/2015,-100.6527,18.38116,,,,,,
13790,GASOLINERA ISLAS S.A. DE C.V.,PL/11456/EXP/ES/2015,-109.942,27.26264,25.94,,26.94,,,
13792,SERVICIO LA NUEVA VICTORIA S.A. DE C.V.,PL/11457/EXP/ES/2015,-95.26573,18.65483,25.69,,26.45,,,
13798,SERVICIO EL NOPAL S.A. DE C.V.,PL/11458/EXP/ES/2015,-98.83754,19.67706,23.9,24.99,24.9,,,
13799,GASOLINERA ALMOLOYA S.A. DE C.V.,PL/11459/EXP/ES/2015,0,0,,,,,,
2971,SEVIOR S.A. DE C.V.,PL/1146/EXP/ES/2015,-100.9553,20.51309,23.83,26.99,25.99,,,
13801,ENERGÉTICOS ZIMAPÁN S.A. DE C.V.,PL/11460/EXP/ES/2015,-99.3345,20.68796,24.99,25.79,27.19,,,
13803,ENERGÉTICOS ZIMAPÁN S.A. DE C.V.,PL/11461/EXP/ES/2015,-99.38344,20.73476,24.99,25.79,27.19,,,
13804,TECNOGASOLINERA S.A. DE C.V.,PL/11462/EXP/ES/2015,-98.27457,25.99088,21.68,,24.98,,,
13805,GASOLINERIA LAS TUNAS S.A. DE C.V.,PL/11463/EXP/ES/2015,-98.88736,19.64957,24.99,26.19,26.89,,,
13806,GASOCHALCO S.A. DE C.V.,PL/11464/EXP/ES/2015,-98.9031,19.26439,23.79,,25.45,,,
13807,GASOLINERÍA LA MILPA DE CALPULALPAN S.A. DE C.V.,PL/11465/EXP/ES/2015,-98.65619,19.56922,23.5,24.5,24.5,,,
13814,MARIA DEL ROCIO CASTILLO ROCHA,PL/11466/EXP/ES/2015,-100.9511,23.87846,25.9,,27.65,,,
13815,CARMEN SÁNCHEZ AGUILAR,PL/11467/EXP/ES/2015,-96.61775,19.51164,24.4,25.0,25.3,,,
13710,AUTO SERVICIOS PUERTECITOS S.A. DE C.V.,PL/11468/EXP/ES/2015,-114.6407,30.35188,,,,,,
13711,JORGE AVILA CANO,PL/11469/EXP/ES/2015,-99.02399,19.40896,23.18,24.98,,,,
3135,MEGA GASOLINERAS S.A DE C.V,PL/1147/EXP/ES/2015,-99.06493,19.40282,,,,,,
13712,SONIA YORLLI AVILA LÓPEZ,PL/11470/EXP/ES/2015,-98.94307,18.85852,24.48,25.28,26.18,,,
13713,ESTACIÓN DE SERVICIOS EL LETRERO S.A. DE C.V.,PL/11471/EXP/ES/2015,-102.1076,18.97738,26.0,27.0,27.5,,,
13714,MIGUEL MACIAS VARGAS,PL/11472/EXP/ES/2015,-102.7036,19.17326,26.03,27.03,28.19,,,
13716,ENERGÉTICOS EL GARITON S.A. DE C.V.,PL/11473/EXP/ES/2015,-100.2867,20.63108,23.49,24.55,24.99,,,
13718,SERVICIOS SALDAÑA S. A.,PL/11474/EXP/ES/2015,-99.5789,24.86298,23.85,,,,,
13719,SERVICIOS SALDAÑA S. A.,PL/11475/EXP/ES/2015,-99.37266,24.8532,23.85,,,,,
13726,JORGE LUIS CAMPOS HERNÁNDEZ,PL/11476/EXP/ES/2015,-100.8931,18.60793,,,,,,
13727,SERVICIOS HIDASA S.A. DE C.V.,PL/11477/EXP/ES/2015,-89.62646,20.99823,24.74,25.69,,,,
13729,SERVICIOS GASOLINEROS DE MÉXICO S.A. DE C.V.,PL/11478/EXP/ES/2015,-99.60648,19.28697,23.99,26.69,,,,
13732,LAS MEJORES ESTACIONES S.A DE C.V,PL/11479/EXP/ES/2015,-99.02729,19.58322,23.39,26.49,26.09,,,
2787,MULTISERVICIO LOS PITS S.A. DE C.V.,PL/1148/EXP/ES/2015,-101.3706,20.65263,25.08,26.3,26.9,,,
13733,CARLOS ENRIQUE BATARSE MENA,PL/11480/EXP/ES/2015,-100.2304,25.82875,23.99,25.99,25.79,,,
13735,ESTACIONES DE SERVICIO EN TUXTLA S.A. DE C.V.,PL/11481/EXP/ES/2015,-93.13909,16.74663,23.48,24.54,,,,
13736,SERVICIOS GASOLINEROS DE MEXICO S.A. DE C.V.,PL/11482/EXP/ES/2015,-102.3161,21.84331,24.99,27.39,27.29,,,
13737,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/11483/EXP/ES/2015,-95.75475,18.37228,25.09,,25.99,,,
13739,OPTIMUS ESTACIÓN DE SERVICIO S.A. DE C.V.,PL/11484/EXP/ES/2015,-102.3422,21.84806,24.59,25.4,,,,
13741,GASOLINERA HIDALGO S.A. DE C.V.,PL/11485/EXP/ES/2015,-98.30933,26.07913,,,,,,
13742,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/11486/EXP/ES/2015,-95.80378,18.37129,25.09,25.99,25.99,,,
13743,SERVICIO GRANSUR S.A. DE C.V.,PL/11487/EXP/ES/2015,-99.16595,19.30143,23.99,25.55,,Ciudad de Mexico,Tlalpan,Boulevard Adolfo Ruiz Cortinez No. 5499
13747,"GASOLINAS ZU DE BC, S.A.P.I. DE C.V.",PL/11488/EXP/ES/2015,-116.6299,32.57306,24.49,25.99,25.89,,,
13749,SERVICIO PALO ALTO S.A. DE C.V.,PL/11489/EXP/ES/2015,-101.9694,21.92152,25.14,,26.83,,,
2978,SERVICIO EXPRESS DEL BAJÍO S.A. DE C.V.,PL/1149/EXP/ES/2015,-100.7527,20.699,24.7,25.46,25.97,,,
13709,COMBUSTIBLES Y LUBRICANTES ROQUI S.A. DE C.V.,PL/11490/EXP/ES/2015,-97.81654,25.67986,,,,,,
13820,SÚPER SERVICIO COSAMALOAPAN S.A. DE C.V.,PL/11491/EXP/ES/2015,-94.5454,17.5655,22.89,23.89,24.79,,,
13821,J PUEBLITO FAJARDO CASTAÑON,PL/11492/EXP/ES/2015,-100.3006,20.46768,24.8,25.6,25.85,,,
13826,ENERGÉTICOS DAZA S.A. DE C.V.,PL/11493/EXP/ES/2015,-97.91019,18.72974,23.8,25.0,25.53,,,
13828,MEGAENERGÉTICOS S.A. DE C.V.,PL/11494/EXP/ES/2015,-98.17987,26.00902,,,,,,
13829,SÚPER SERVICIO CAPULTITLÁN S.A. DE C.V.,PL/11495/EXP/ES/2015,-99.66079,19.24438,23.45,24.85,25.25,,,
13830,ENERGÉTICOS LAS PALMAS S.A. DE C.V.,PL/11496/EXP/ES/2015,-97.77818,25.93546,,,,,,
13832,PANFILO REVERIANO BENITEZ ALCANTARA,PL/11497/EXP/ES/2015,-99.41295,20.27416,,,,,,
13836,GASINC S.A. DE C.V.,PL/11498/EXP/ES/2015,-98.93213,19.4954,24.99,26.39,26.99,,,
13840,AUTO SERVICIO LAS PAROTAS S.A. DE C.V.,PL/11499/EXP/ES/2015,-104.3427,19.13251,25.2,26.5,26.8,,,
3050,SERVICIO EXPRESS DEL BAJÍO S.A. DE C.V.,PL/1150/EXP/ES/2015,-101.378,20.64514,24.95,26.3,26.86,,,
13848,ELENA PÉREZ BOUQUET,PL/11500/EXP/ES/2015,0,0,,,,,,
13853,DAVID MARIÑELARENA MARIÑELARENA,PL/11501/EXP/ES/2015,-106.2647,27.52521,,,,,,
13854,COMBUSTIBLES MIKY SANTA ISABEL S.A. DE C.V.,PL/11502/EXP/ES/2015,-106.3429,28.34696,24.6,,26.2,,,
13855,SERVICIOS REVOLUCIÓN S.A. DE C.V.,PL/11503/EXP/ES/2015,-107.3658,24.80316,22.29,24.79,,,,
13858,CAYETANO DEL BOSQUE ZAMORA,PL/11504/EXP/ES/2015,-99.4836,26.21854,,,,,,
13859,GAS CARMONA S.A. DE C.V.,PL/11505/EXP/ES/2015,-99.22075,18.91518,23.95,24.65,,,,
13860,COMBUSTIBLES GML S.A. DE C.V.,PL/11506/EXP/ES/2015,-101.221,20.61608,,,,,,
13861,GAS ANDRE S.A. DE C.V.,PL/11507/EXP/ES/2015,-98.91312,18.89115,23.95,25.0,26.0,,,
13862,MARÍA ENRIQUETA GUITRON VELASCO,PL/11508/EXP/ES/2015,-104.7601,20.50609,,,,,,
13864,GAS LAS LETIS S.A. DE C.V.,PL/11509/EXP/ES/2015,-99.22102,18.92054,23.95,24.65,,,,
3157,CONSORCIO GASOLINERO DAROEL S.A. DE C.V.,PL/1151/EXP/ES/2015,-99.84692,16.83748,25.14,25.98,,,,
13818,FACUNDO RODRÍGUEZ CASTAÑEDA,PL/11510/EXP/ES/2015,-97.5851,18.58268,,,,,,
13819,SERVICIOS RÍO PÁNUCO S.A. DE C.V.,PL/11511/EXP/ES/2015,-97.84636,22.21435,23.25,,24.75,,,
13866,ENERGÍA Y SERVICIOS COORDINADOS S.A. DE C.V.,PL/11512/EXP/ES/2015,-103.4907,25.57671,25.79,26.99,27.99,,,
13865,ENERGÍA Y SERVICIOS COORDINADOS S.A. DE C.V.,PL/11513/EXP/ES/2015,-103.4773,25.56469,25.79,26.99,27.99,,,
13867,ENERGIA Y SERVICIOS COORDINADOS S.A. DE C.V.,PL/11514/EXP/ES/2015,-103.5073,25.55403,25.79,26.99,,,,
13869,EMPRESAS LUEBBERT S.A. DE C.V.,PL/11515/EXP/ES/2015,-98.21318,26.01594,21.67,23.37,24.96,,,
13871,ENERGÍA Y SERVICIOS COORDINADOS S.A. DE C.V.,PL/11516/EXP/ES/2015,-104.1367,26.53493,25.79,26.99,27.99,,,
13870,SILVIA ESTELA CASTRO GUTIERREZ,PL/11517/EXP/ES/2015,-103.191,25.99593,,,,,,
13872,ENERGÉTICOS Y DERIVADOS DE MUZQUIZ S.A. DE C.V.,PL/11518/EXP/ES/2015,-101.1356,27.86997,26.1,27.59,27.65,,,
13873,SERVICIOS AUXILIARES DE SINALOA S.A. DE C.V.,PL/11519/EXP/ES/2015,-107.4145,24.79358,21.99,24.79,,,,
2990,SERVICIO GASOLINERO EL PRIMO S.A. DE C.V.,PL/1152/EXP/ES/2015,-104.6227,24.01233,24.29,25.81,24.99,,,
13877,SERVICIOS AUXILIARES DE SINALOA S.A. DE C.V.,PL/11520/EXP/ES/2015,-107.3738,24.78015,22.49,24.99,,,,
13878,ENERGIA Y SERVICIOS COORDINADOS S.A. DE C.V.,PL/11521/EXP/ES/2015,-103.4901,25.55296,25.79,26.99,27.99,,,
13880,GASOLINERA BRAVO S.A. DE C.V.,PL/11522/EXP/ES/2015,-107.4007,24.78784,21.99,24.79,,,,
13882,ENERGÍA Y SERVICIOS COORDINADOS S.A. DE C.V.,PL/11523/EXP/ES/2015,-103.4602,25.59353,25.79,26.99,27.99,,,
13884,SERVICIO LAS PALMITAS S.A. DE C.V.,PL/11524/EXP/ES/2015,-103.6013,20.28986,,,,,,
12282,"FLETES MEXICO - CHIHUAHUA, S.A. DE C.V.",PL/11525/EXP/ESA/2015,-106.4453,31.61743,,,,,,
12283,"FLETES MEXICO CHIHUAHUA, S.A. DE C.V.",PL/11526/EXP/ESA/2015,-99.12726,19.66489,,,,,,
12284,"CENTRAL DE AUTOTRANSPORTES DE PASAJEROS DE CIUDAD JUAREZ, S.A. DE C.V.",PL/11527/EXP/ESA/2015,-106.436,31.69243,,,,,,
12337,"AUTOTRANSPORTES DE ORIENTE ESTRELLA AZUL, S.A. DE C.V.",PL/11528/EXP/ESA/2015,-96.91975,18.88114,,,,,,
12333,MARTINEZ VILLEGAS S.A. DE C.V.,PL/11529/EXP/ESA/2015,-98.96436,19.62526,,,,,,
2919,ESTACIÓN DE SERVICIO 09920 S.A. DE C.V.,PL/1153/EXP/ES/2015,-99.63634,19.30584,23.58,24.97,25.97,,,
12320,"TRANSPORTES SOTO E HIJOS, S.A. DE C.V.",PL/11530/EXP/ESA/2015,-106.1175,28.72095,,,,,,
12322,TRINITY INDUSTRIES DE MEXICO S. DE R.L. DE C.V.,PL/11531/EXP/ESA/2015,-101.4615,26.90104,,,,,,
12324,"TRINITY INDUSTRIES DE MEXICO, S DE RL DE CV",PL/11532/EXP/ESA/2015,-99.19269,19.82083,,,,,,
12310,"MINERA CORNER BAY, S.A. DE C.V.",PL/11533/EXP/ESA/2015,-108.6627,26.75452,,,,,,
12299,"AUTOBUSES DE PRIMERA CLASE MEXICO-ZACATEPEC, S.A. DE C.V.",PL/11534/EXP/ESA/2015,-99.12447,19.33951,,,,,,
12353,"TRANSPORTES MOR, S.A. DE C.V.",PL/11535/EXP/ESA/2015,-100.2056,25.89955,,,,,,
12355,"TRANSPAIS UNICO, S.A. DE C.V.",PL/11536/EXP/ESA/2015,-97.85937,22.25006,,,,,,
12365,"SUMINISTRO Y LIMPIEZA DE AUTOBUSES, SA DE CV",PL/11537/EXP/ESA/2015,-111.1201,30.54734,,,,,,
12339,"CENTRAL DE AUTOBUSES DE TIJUANA, S.A. DE C.V.",PL/11538/EXP/ESA/2015,-116.9593,32.51691,,,,,,
12346,"TERMINAL CENTRAL DE AUTOBUSES DE CHIHUAHUA, S.A. DE C.V.",PL/11539/EXP/ESA/2015,-106.0271,28.62715,,,,,,
2965,GASOLINERA SERVICIO CARRANZA S.A. DE C.V.,PL/1154/EXP/ES/2015,-100.7038,20.03956,25.33,,26.88,,,
12342,"TRACUSA LA RUTA DEL SOL, S.A. DE C.V.",PL/11540/EXP/ESA/2015,-101.4578,20.96579,,,,,,
12360,"TRANSPAIS SAN LUIS, S.A. DE C.V.",PL/11541/EXP/ESA/2015,-97.49677,25.8722,,,,,,
12361,"TRANSPAIS SAN LUIS, S.A. DE C.V.",PL/11542/EXP/ESA/2015,-100.9393,22.14025,,,,,,
12354,"TRANSPAIS UNICO, S.A. DE C.V.",PL/11543/EXP/ESA/2015,-98.97733,22.74341,,,,,,
